UAI_GES;UAI_COMPOSANTE;LIB_COMPOSANTE;LIB_INS;UAI_AFF;LIB_AFF;CODECOMMUNE;LIBCOMMUNE;CODEPOSTAL;ACADÉMIE;MINISTERETUTELLE;LIBMINISTERE;TYPEETA;CODEFORMATION;LIBFORMATION;CODESPÉCIALITÉ;LIBSPÉCIALITÉ;CODESPÉFORMATIONINITIALE;CODEMEF
0090656P;0090656P;CFA IFA 09 CCI DE L''ARIEGE;;0090656P;CFA IFA 09 CCI DE L''ARIEGE;09272;Saint-Paul-de-Jarrat;09000;Toulouse;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11418;Négociation et digitalisation de la Relation Client - en apprentissage;10418;3113121221
0090656P;0090656P;CFA IFA 09 CCI DE L''ARIEGE;;0090656P;CFA IFA 09 CCI DE L''ARIEGE;09272;Saint-Paul-de-Jarrat;09000;Toulouse;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11423;Management Commercial Opérationnel - en apprentissage;10423;3113121321
0090656P;0090656P;CFA IFA 09 CCI DE L''ARIEGE;;0090656P;CFA IFA 09 CCI DE L''ARIEGE;09272;Saint-Paul-de-Jarrat;09000;Toulouse;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11421;Gestion de la PME - en apprentissage;10421;3113140921
0230020X;0230020X;Lycée Pierre Bourdan;;0230020X;Lycée Pierre Bourdan;23096;Guéret;23011;Limoges;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11421;Gestion de la PME - en apprentissage;10421;3113140921
0230020X;0230020X;Lycée Pierre Bourdan;;0230020X;Lycée Pierre Bourdan;23096;Guéret;23011;Limoges;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11418;Négociation et digitalisation de la Relation Client - en apprentissage;10418;3113121221
0142081L;0142081L;IRTS INST REG TRAVAILLEURS SOCIAUX;;0142081L;IRTS INST REG TRAVAILLEURS SOCIAUX;14327;Hérouville-Saint-Clair;14204;Normandie;35;Ministère des Solidarités et de la Santé;Lycée à classe postbac;56000;D.E secteur social;561004;D.E Educateur Technique Spécialisé - en apprentissage;560004;4413320431
0142081L;0142081L;IRTS INST REG TRAVAILLEURS SOCIAUX;;0142081L;IRTS INST REG TRAVAILLEURS SOCIAUX;14327;Hérouville-Saint-Clair;14204;Normandie;35;Ministère des Solidarités et de la Santé;Lycée à classe postbac;56000;D.E secteur social;561001;D.E Assistant de Service Social - en apprentissage;560001;4413320531
0142081L;0142081L;IRTS INST REG TRAVAILLEURS SOCIAUX;;0142081L;IRTS INST REG TRAVAILLEURS SOCIAUX;14327;Hérouville-Saint-Clair;14204;Normandie;35;Ministère des Solidarités et de la Santé;Lycée à classe postbac;56000;D.E secteur social;561003;D.E Educateur Spécialisé - en apprentissage;560003;4413320231
0851403N;0851403N;IFACOM - CFA des MFR du 85 - La Ferrière;;0851403N;IFACOM - CFA des MFR du 85 - La Ferrière;85089;La Ferrière;85280;Nantes;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;43;BTS - Services;11420;Support à l'action managériale - en apprentissage;10420;3113240921
0851403N;0851403N;IFACOM - CFA des MFR du 85 - La Ferrière;;0851403N;IFACOM - CFA des MFR du 85 - La Ferrière;85089;La Ferrière;85280;Nantes;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;43;BTS - Services;11423;Management Commercial Opérationnel - en apprentissage;10423;3113121321
0841156A;0841156A;UFA d'AVIGNON - site de L'ISLE SUR LA SORGUE du CFA Régional Agricole Public;;0841156A;UFA d'AVIGNON - site de L'ISLE SUR LA SORGUE du CFA Régional Agricole Public;84054;L'Isle-sur-la-Sorgue;84800;Aix-Marseille;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1640;génie des équipements agricoles - en apprentissage;640;3712100721
0110023R;0110023R;Lycée polyvalent Louise Michel;;0110023R;Lycée polyvalent Louise Michel;11262;Narbonne;11100;Montpellier;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11420;Support à l'action managériale - en apprentissage;10420;3113240921
0110023R;0110023R;Lycée polyvalent Louise Michel;;0110023R;Lycée polyvalent Louise Michel;11262;Narbonne;11100;Montpellier;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11418;Négociation et digitalisation de la Relation Client - en apprentissage;10418;3113121221
0110023R;0110023R;Lycée polyvalent Louise Michel;;0110023R;Lycée polyvalent Louise Michel;11262;Narbonne;11100;Montpellier;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11421;Gestion de la PME - en apprentissage;10421;3113140921
0110023R;0110023R;Lycée polyvalent Louise Michel;;0110023R;Lycée polyvalent Louise Michel;11262;Narbonne;11100;Montpellier;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11423;Management Commercial Opérationnel - en apprentissage;10423;3113121321
0110023R;0110023R;Lycée polyvalent Louise Michel;;0110023R;Lycée polyvalent Louise Michel;11262;Narbonne;11100;Montpellier;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;62;Mention complémentaire;1671;Animation-gestion de projets dans le secteur sportif - en apprentissage;671;2533350111
0110023R;0110023R;Lycée polyvalent Louise Michel;;0110023R;Lycée polyvalent Louise Michel;11262;Narbonne;11100;Montpellier;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1458;Services informatiques aux organisations - en apprentissage;458;3113260921
0111044A;0111044A;CCI Sud Formation - CFA LR - Ets de Narbonne;;0111044A;CCI Sud Formation - CFA LR - Ets de Narbonne;11262;Narbonne;11100;Montpellier;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;68;Formation professionnelle;1673;Gestionnaire d'unité commerciale (option généraliste / option spécialisée) (Bac +2) - en apprentissage;673;
0110023R;0110023R;Lycée polyvalent Louise Michel;;0110023R;Lycée polyvalent Louise Michel;11262;Narbonne;11100;Montpellier;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1486;Comptabilité et gestion - en apprentissage;486;3113140821
0110023R;0110023R;Lycée polyvalent Louise Michel;;0110023R;Lycée polyvalent Louise Michel;11262;Narbonne;11100;Montpellier;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1385;Maintenance des systèmes - option A Systèmes de production - en apprentissage;385;3112501021
0110023R;0110023R;Lycée polyvalent Louise Michel;;0110023R;Lycée polyvalent Louise Michel;11262;Narbonne;11100;Montpellier;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1389;Maintenance des systèmes - option B Systèmes énergétiques et fluidiques - en apprentissage;389;3112501121
0110946U;0110946U;Antenne de Narbonne du CFA de l'Aude;;0110946U;Antenne de Narbonne du CFA de l'Aude;11262;Narbonne;11100;Montpellier;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1653;Viticulture-Oenologie - en apprentissage;653;3712111221
0141815X;0141815X;CFA ICEP;;0141815X;CFA ICEP;14118;Caen;14053;Normandie;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11422;Management en hôtellerie restauration - en apprentissage;10422;3113342221
0142106N;0142106N;CFA POLE FORMATION UIMM;;0142106N;CFA POLE FORMATION UIMM;14118;Caen;14000;Normandie;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1385;Maintenance des systèmes - option A Systèmes de production - en apprentissage;385;3112501021
0142106N;0142106N;CFA POLE FORMATION UIMM;;0142106N;CFA POLE FORMATION UIMM;14118;Caen;14000;Normandie;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;11410;Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;10410;3112231621
0141175B;0141175B;Lycée Institut Lemonnier;;0141175B;Lycée Institut Lemonnier;14118;Caen;14013;Normandie;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1398;Fluide, énergie, domotique - option B froid et conditionnement d'air - en apprentissage;398;3112271021
0141175B;0141175B;Lycée Institut Lemonnier;;0141175B;Lycée Institut Lemonnier;14118;Caen;14013;Normandie;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1385;Maintenance des systèmes - option A Systèmes de production - en apprentissage;385;3112501021
0142084P;0142084P;Lycée Notre Dame De Fidélité;;0142084P;Lycée Notre Dame De Fidélité;14118;Caen;14074;Normandie;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1367;Service et prestation des secteurs sanitaire et social - en apprentissage;367;3113300121
0141175B;0141175B;Lycée Institut Lemonnier;;0141175B;Lycée Institut Lemonnier;14118;Caen;14013;Normandie;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1436;Electrotechnique - en apprentissage;436;3112551521
0141178E;0141178E;Lycée Sainte Ursule;;0141178E;Lycée Sainte Ursule;14118;Caen;14000;Normandie;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11418;Négociation et digitalisation de la Relation Client - en apprentissage;10418;3113121221
0141178E;0141178E;Lycée Sainte Ursule;;0141178E;Lycée Sainte Ursule;14118;Caen;14000;Normandie;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11423;Management Commercial Opérationnel - en apprentissage;10423;3113121321
0142106N;0142106N;CFA POLE FORMATION UIMM;;0142106N;CFA POLE FORMATION UIMM;14118;Caen;14000;Normandie;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1436;Electrotechnique - en apprentissage;436;3112551521
0142133T;0142133T;CFA Education nationale 14 - Lycée P. S. De Laplace;;0142133T;CFA Education nationale 14 - Lycée P. S. De Laplace;14118;Caen;14075;Normandie;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1418;Travaux publics - en apprentissage;418;3112310721
0142106N;0142106N;CFA POLE FORMATION UIMM;;0142106N;CFA POLE FORMATION UIMM;14118;Caen;14000;Normandie;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1432;Conception et réalisation en chaudronnerie industrielle - en apprentissage;432;3112541521
0141815X;0141815X;CFA ICEP;;0141815X;CFA ICEP;14118;Caen;14053;Normandie;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11423;Management Commercial Opérationnel - en apprentissage;10423;3113121321
0141815X;0141815X;CFA ICEP;;0141815X;CFA ICEP;14118;Caen;14053;Normandie;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11418;Négociation et digitalisation de la Relation Client - en apprentissage;10418;3113121221
0142106N;0142106N;CFA POLE FORMATION UIMM;;0142106N;CFA POLE FORMATION UIMM;14118;Caen;14000;Normandie;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1404;Conception et Réalisation de Systèmes Automatiques - en apprentissage;404;3112011121
0171571R;0171571R;Lycée professionnel De L'Atlantique;;0171571R;Lycée professionnel De L'Atlantique;17306;Royan;17205;Poitiers;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1417;Etude et économie de la construction - en apprentissage;417;3112301021
0170042D;0170042D;Lycée Cordouan;;0170042D;Lycée Cordouan;17306;Royan;17200;Poitiers;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1464;Tourisme - en apprentissage;464;3113342621
0171571R;0171571R;Lycée professionnel De L'Atlantique;;0171571R;Lycée professionnel De L'Atlantique;17306;Royan;17205;Poitiers;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1472;Technico-commercial (BTS) - en apprentissage;472;3112000821
0170060Y;0170060Y;Lycée Bernard Palissy;;0170060Y;Lycée Bernard Palissy;17415;Saintes;17107;Poitiers;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1402;Conception de produits industriels - en apprentissage;402;3112000921
0171401F;0171401F;CFA agricole de la Charente Maritime;;0171401F;CFA agricole de la Charente Maritime;17415;Saintes;17119;Poitiers;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1650;Production horticole - en apprentissage;650;3712111121
0170060Y;0170060Y;Lycée Bernard Palissy;;0170060Y;Lycée Bernard Palissy;17415;Saintes;17107;Poitiers;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1436;Electrotechnique - en apprentissage;436;3112551521
0171208W;0171208W;CFA CHAMBRE COMMERCE INDUSTRIE;;0171208W;CFA CHAMBRE COMMERCE INDUSTRIE;17415;Saintes;17103;Poitiers;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1346;Notariat - en apprentissage;346;3113450121
0171209X;0171209X;BTP CFA Charente-Maritime;;0171209X;BTP CFA Charente-Maritime;17415;Saintes;17100;Poitiers;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1360;Aménagement finition - en apprentissage;360;3112330421
0170060Y;0170060Y;Lycée Bernard Palissy;;0170060Y;Lycée Bernard Palissy;17415;Saintes;17107;Poitiers;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11418;Négociation et digitalisation de la Relation Client - en apprentissage;10418;3113121221
0171401F;0171401F;CFA agricole de la Charente Maritime;;0171401F;CFA agricole de la Charente Maritime;17415;Saintes;17119;Poitiers;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1644;Technico-commercial (BTSA) - en apprentissage;644;3712101321
0171401F;0171401F;CFA agricole de la Charente Maritime;;0171401F;CFA agricole de la Charente Maritime;17415;Saintes;17119;Poitiers;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1666;Aménagements paysagers - en apprentissage;666;3712140121
0171209X;0171209X;BTP CFA Charente-Maritime;;0171209X;BTP CFA Charente-Maritime;17415;Saintes;17100;Poitiers;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1417;Etude et économie de la construction - en apprentissage;417;3112301021
0171209X;0171209X;BTP CFA Charente-Maritime;;0171209X;BTP CFA Charente-Maritime;17415;Saintes;17100;Poitiers;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;62;Mention complémentaire;1627;Technicien en énergies renouvelables (option thermique) - en apprentissage;627;2532270411
0171208W;0171208W;CFA CHAMBRE COMMERCE INDUSTRIE;;0171208W;CFA CHAMBRE COMMERCE INDUSTRIE;17415;Saintes;17103;Poitiers;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1442;Professions immobilières - en apprentissage;442;3113130921
0171208W;0171208W;CFA CHAMBRE COMMERCE INDUSTRIE;;0171208W;CFA CHAMBRE COMMERCE INDUSTRIE;17415;Saintes;17103;Poitiers;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11421;Gestion de la PME - en apprentissage;10421;3113140921
0171208W;0171208W;CFA CHAMBRE COMMERCE INDUSTRIE;;0171208W;CFA CHAMBRE COMMERCE INDUSTRIE;17415;Saintes;17103;Poitiers;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11423;Management Commercial Opérationnel - en apprentissage;10423;3113121321
0171209X;0171209X;BTP CFA Charente-Maritime;;0171209X;BTP CFA Charente-Maritime;17415;Saintes;17100;Poitiers;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;62;Mention complémentaire;1629;Technicien en énergies renouvelables (option énergie électrique) - en apprentissage;629;2532270511
0171208W;0171208W;CFA CHAMBRE COMMERCE INDUSTRIE;;0171208W;CFA CHAMBRE COMMERCE INDUSTRIE;17415;Saintes;17103;Poitiers;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11418;Négociation et digitalisation de la Relation Client - en apprentissage;10418;3113121221
0171209X;0171209X;BTP CFA Charente-Maritime;;0171209X;BTP CFA Charente-Maritime;17415;Saintes;17100;Poitiers;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;62;Mention complémentaire;1636;Peinture décoration - en apprentissage;636;
0171208W;0171208W;CFA CHAMBRE COMMERCE INDUSTRIE;;0171208W;CFA CHAMBRE COMMERCE INDUSTRIE;17415;Saintes;17103;Poitiers;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1443;Assurance - en apprentissage;443;3113131121
0171401F;0171401F;CFA agricole de la Charente Maritime;;0171401F;CFA agricole de la Charente Maritime;17415;Saintes;17119;Poitiers;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;42;BTS - Production;1467;Métiers de l'eau - en apprentissage;467;3112011421
0711453U;0711453U;Maison Familiale et Rurale du Charolais-Brionnais;;0711453U;Maison Familiale et Rurale du Charolais-Brionnais;71011;Anzy-le-Duc;71110;Dijon;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1648;Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;648;3712101421
